id_penjualan;tanggal;provinsi;qty;vol_ml;nama_barang;total;nama_kurir;srv_lvl
5845;11-Mar-19;DKI Jakarta;1;20;Agarwood Bouya;135900;JNE REG;Reg
5848;11-Mar-19;Jawa Tengah;1;10;Bugs be Gone;175000;JNE REG;Reg
5848;11-Mar-19;Jawa Tengah;1;10;Flu dan Cough;195500;JNE REG;Reg
5912;13-Mar-19;Sulawesi Selatan;3;10;Lemongrass;173700;J&T CASHLESS;Exp
5912;13-Mar-19;Sulawesi Selatan;2;10;Citronella;100000;J&T CASHLESS;Exp
5933;14-Mar-19;DKI Jakarta;1;10;Patchouli;58500;JNE REG;Reg
5933;14-Mar-19;DKI Jakarta;1;10;Cajuput;56500;JNE REG;Reg
5934;14-Mar-19;DKI Jakarta;1;20;Grape Seed;51500;JNE REG;Reg
5934;14-Mar-19;DKI Jakarta;1;10;Flu dan Cough;195500;JNE REG;Reg
5973;15-Mar-19;Riau;1;20;Sunflower;64000;J&T CASHLESS;Exp
5973;15-Mar-19;Riau;1;10;Vetiver;187500;J&T CASHLESS;Exp
5984;16-Mar-19;DKI Jakarta;1;10;Peppermint;102500;JNE REG;Reg
5984;16-Mar-19;DKI Jakarta;1;10;Patchouli;58500;JNE REG;Reg
5984;16-Mar-19;DKI Jakarta;1;10;Lemongrass;57900;JNE REG;Reg
6017;18-Mar-19;Sumatera Selatan;1;10;Frangipani;91500;J&T REG;Reg
6020;18-Mar-19;DKI Jakarta;1;10;Agarwood Bouya;90500;J&T REG;Reg
6025;18-Mar-19;Daerah Istimewa Yogyakarta;1;50;Grape Seed;127500;J&T CASHLESS;Exp
6025;18-Mar-19;Daerah Istimewa Yogyakarta;1;10;Sandalwood;564000;J&T CASHLESS;Exp
6026;18-Mar-19;DKI Jakarta;1;10;Lemon;122900;J&T CASHLESS;Exp
6026;18-Mar-19;DKI Jakarta;1;10;Lavender;122900;J&T CASHLESS;Exp
6026;18-Mar-19;DKI Jakarta;1;10;Citronella;50000;J&T CASHLESS;Exp
6026;18-Mar-19;DKI Jakarta;1;10;Bergamot;99900;J&T CASHLESS;Exp
6026;18-Mar-19;DKI Jakarta;1;10;Peppermint;102500;J&T CASHLESS;Exp
6055;19-Mar-19;Kalimantan Tengah;1;20;Patchouli;111000;J&T CASHLESS;Exp
6055;19-Mar-19;Kalimantan Tengah;1;20;Citronella;83000;J&T CASHLESS;Exp
6055;19-Mar-19;Kalimantan Tengah;4;10;Lemongrass;231600;J&T CASHLESS;Exp
6055;19-Mar-19;Kalimantan Tengah;1;10;Green Tea;139000;J&T CASHLESS;Exp
6055;19-Mar-19;Kalimantan Tengah;1;10;French Lavender Organic;131500;J&T CASHLESS;Exp
6072;20-Mar-19;Banten;1;10;Lavender;122900;J&T CASHLESS;Exp
6080;20-Mar-19;DKI Jakarta;1;500;Sunflower;1233000;JNE YES;Reg
6080;20-Mar-19;DKI Jakarta;1;10;Vanila;121500;JNE YES;Reg
6080;20-Mar-19;DKI Jakarta;1;5;Juniper Bery Organic;137500;JNE YES;Reg
6080;20-Mar-19;DKI Jakarta;1;5;Rose;261500;JNE YES;Reg
6095;21-Mar-19;Jawa Tengah;1;20;Grape Seed;51500;J&T CASHLESS;Exp
6095;21-Mar-19;Jawa Tengah;2;10;Lemongrass;115800;J&T CASHLESS;Exp
6095;21-Mar-19;Jawa Tengah;1;10;Citronella;50000;J&T CASHLESS;Exp
6095;21-Mar-19;Jawa Tengah;1;10;Patchouli;58500;J&T CASHLESS;Exp
6095;21-Mar-19;Jawa Tengah;1;10;Peppermint;102500;J&T CASHLESS;Exp
6098;21-Mar-19;Papua;1;10;Agarwood Bouya;90500;J&T CASHLESS;Exp
6098;21-Mar-19;Papua;1;10;Flu dan Cough;195500;J&T CASHLESS;Exp
6101;21-Mar-19;DKI Jakarta;1;20;Grape Seed;51500;GOJEK;Inst
6101;21-Mar-19;DKI Jakarta;1;10;Lemongrass;57900;GOJEK;Inst
6101;21-Mar-19;DKI Jakarta;1;10;Patchouli;58500;GOJEK;Inst
6101;21-Mar-19;DKI Jakarta;1;10;Orange;90000;GOJEK;Inst
6124;22-Mar-19;Banten;1;10;Patchouli;58500;GOJEK;Inst
6124;22-Mar-19;Banten;1;10;Vanila;121500;GOJEK;Inst
6155;25-Mar-19;DKI Jakarta;1;10;Cajuput;56500;J&T CASHLESS;Exp
6155;25-Mar-19;DKI Jakarta;1;10;Patchouli;58500;J&T CASHLESS;Exp
6155;25-Mar-19;DKI Jakarta;1;10;Lemongrass;57900;J&T CASHLESS;Exp
6166;25-Mar-19;Jawa Barat;1;10;Clove Bud;50000;GOJEK;Inst
6166;25-Mar-19;Jawa Barat;1;10;Cajuput;56500;GOJEK;Inst
6166;25-Mar-19;Jawa Barat;1;10;Citronella;50000;GOJEK;Inst
6166;25-Mar-19;Jawa Barat;1;10;Patchouli;58500;GOJEK;Inst
6168;25-Mar-19;Jawa Barat;2;10;Peppermint;205000;J&T CASHLESS;Exp
6168;25-Mar-19;Jawa Barat;1;10;Lavender;122900;J&T CASHLESS;Exp
6177;26-Mar-19;DKI Jakarta;1;20;Citronella;83000;JNE REG;Reg
6177;26-Mar-19;DKI Jakarta;1;10;French Lavender Organic;131500;JNE REG;Reg
6177;26-Mar-19;DKI Jakarta;1;10;Peppermint;102500;JNE REG;Reg
6177;26-Mar-19;DKI Jakarta;1;10;Rosemary;86500;JNE REG;Reg
6187;26-Mar-19;Nusa Tenggara Barat;1;10;Lemongrass;57900;J&T CASHLESS;Exp
6187;26-Mar-19;Nusa Tenggara Barat;1;10;Tea Tree;96500;J&T CASHLESS;Exp
6189;26-Mar-19;Jawa Barat;2;100;Urang Aring;432000;JNE REG;Reg
6192;26-Mar-19;Jawa Barat;1;20;Grape Seed;51500;JNE REG;Reg
6215;27-Mar-19;Jawa Timur;1;20;Peppermint;202900;J&T CASHLESS;Exp
6215;27-Mar-19;Jawa Timur;1;10;French Lavender Organic;131500;J&T CASHLESS;Exp
6215;27-Mar-19;Jawa Timur;1;10;Rosemary;86500;J&T CASHLESS;Exp
6230;27-Mar-19;Jawa Barat;1;20;Argan;96000;J&T CASHLESS;Exp
6230;27-Mar-19;Jawa Barat;1;10;Lemon;122900;J&T CASHLESS;Exp
6230;27-Mar-19;Jawa Barat;1;10;Peppermint;102500;J&T CASHLESS;Exp
6230;27-Mar-19;Jawa Barat;1;10;Vanila;121500;J&T CASHLESS;Exp
6261;28-Mar-19;Jawa Barat;1;10;Flu dan Cough;195500;GOJEK;Inst
6277;29-Mar-19;Lampung;1;50;Grape Seed;127500;J&T CASHLESS;Exp
6318;01-Apr-19;Banten;1;10;Peppermint;102500;J&T CASHLESS;Exp
6347;01-Apr-19;DKI Jakarta;1;20;Olive;50000;J&T CASHLESS;Exp
6358;01-Apr-19;Jawa Tengah;1;10;Magnolia;91500;J&T CASHLESS;Exp
6391;02-Apr-19;Jawa Barat;1;20;Citronella;83000;J&T CASHLESS;Exp
6391;02-Apr-19;Jawa Barat;1;20;Patchouli;111000;J&T CASHLESS;Exp
6391;02-Apr-19;Jawa Barat;1;10;Clove Bud;50000;J&T CASHLESS;Exp
6391;02-Apr-19;Jawa Barat;1;10;Magnolia;91500;J&T CASHLESS;Exp
6429;04-Apr-19;Jawa Timur;1;10;Flu dan Cough;195500;JNE REG;Reg
6429;04-Apr-19;Jawa Timur;1;10;Lemongrass;57900;JNE REG;Reg
6476;06-Apr-19;DKI Jakarta;1;10;Peppermint;102500;GOJEK;Inst
6476;06-Apr-19;DKI Jakarta;1;10;Lemongrass;57900;GOJEK;Inst
6476;06-Apr-19;DKI Jakarta;1;10;Frankincense Serrata;141900;GOJEK;Inst
6476;06-Apr-19;DKI Jakarta;1;10;Rosemary;86500;GOJEK;Inst
6484;06-Apr-19;Banten;1;20;Peppermint;202900;JNE REG;Reg
6525;09-Apr-19;DKI Jakarta;2;10;French Lavender Organic;263000;JNE REG;Reg
6530;09-Apr-19;Jawa Tengah;2;20;Kukui Nut;100000;J&T CASHLESS;Exp
6530;09-Apr-19;Jawa Tengah;2;10;Citronella;100000;J&T CASHLESS;Exp
6530;09-Apr-19;Jawa Tengah;1;10;Patchouli;58500;J&T CASHLESS;Exp
6530;09-Apr-19;Jawa Tengah;1;10;Lemongrass;57900;J&T CASHLESS;Exp
6530;09-Apr-19;Jawa Tengah;1;10;Cajuput;56500;J&T CASHLESS;Exp
6530;09-Apr-19;Jawa Tengah;1;10;Ylang Ylang;90500;J&T CASHLESS;Exp
6530;09-Apr-19;Jawa Tengah;1;10;Rosemary;86500;J&T CASHLESS;Exp
6531;09-Apr-19;Jawa Timur;1;10;Flu dan Cough;195500;JNE REG;Reg
6552;10-Apr-19;DKI Jakarta;1;10;Peppermint;102500;GOJEK;Inst
6552;10-Apr-19;DKI Jakarta;1;10;Rosemary;86500;GOJEK;Inst
6554;10-Apr-19;Jawa Tengah;2;20;Lemongrass;199800;J&T CASHLESS;Exp
6586;11-Apr-19;Jawa Barat;1;10;Peppermint;102500;J&T CASHLESS;Exp
6586;11-Apr-19;Jawa Barat;1;10;Lemongrass;57900;J&T CASHLESS;Exp
6589;11-Apr-19;DKI Jakarta;1;10;Rosemary;86500;J&T REG;Reg
6604;12-Apr-19;DKI Jakarta;1;20;Alpinia Galangal;82500;GRAB;Inst
6608;13-Apr-19;Sumatera Selatan;1;10;Lemon;122900;JNE REG;Reg
6608;13-Apr-19;Sumatera Selatan;1;10;Cajuput;56500;JNE REG;Reg
6608;13-Apr-19;Sumatera Selatan;1;10;Vanila;121500;JNE REG;Reg
6644;15-Apr-19;Jawa Barat;1;20;Cedarwood;97500;JNE REG;Reg
6651;15-Apr-19;Jawa Barat;1;10;Lemon;122900;JNE REG;Reg
6651;15-Apr-19;Jawa Barat;1;10;Citronella;50000;JNE REG;Reg
6651;15-Apr-19;Jawa Barat;1;10;Peppermint;102500;JNE REG;Reg
6651;15-Apr-19;Jawa Barat;1;10;Patchouli;58500;JNE REG;Reg
6651;15-Apr-19;Jawa Barat;1;10;Lemongrass;57900;JNE REG;Reg
6651;15-Apr-19;Jawa Barat;1;10;Magnolia;91500;JNE REG;Reg
6651;15-Apr-19;Jawa Barat;1;10;Ylang Ylang;90500;JNE REG;Reg
6651;15-Apr-19;Jawa Barat;1;10;French Lavender Organic;131500;JNE REG;Reg
6652;15-Apr-19;DKI Jakarta;1;10;Lemon;122900;J&T CASHLESS;Exp
6652;15-Apr-19;DKI Jakarta;1;10;Magnolia;91500;J&T CASHLESS;Exp
6652;15-Apr-19;DKI Jakarta;1;10;Lavender;122900;J&T CASHLESS;Exp
6674;16-Apr-19;DKI Jakarta;1;10;Citronella;50000;JNE REG;Reg
6676;16-Apr-19;Jawa Barat;1;10;Lemongrass;57900;J&T CASHLESS;Exp
6690;18-Apr-19;DKI Jakarta;1;50;Rosemary;380000;J&T CASHLESS;Exp
6690;18-Apr-19;DKI Jakarta;1;10;Peppermint;102500;J&T CASHLESS;Exp
6728;18-Apr-19;Banten;1;10;Lemongrass;57900;JNE REG;Reg
6730;20-Apr-19;DKI Jakarta;1;10;Flu dan Cough;195500;GOJEK;Inst
6739;20-Apr-19;DKI Jakarta;1;50;Agarwood Bouya;304500;JNE REG;Reg
6764;22-Apr-19;DKI Jakarta;1;10;Lemon;122900;JNE REG;Reg
6764;22-Apr-19;DKI Jakarta;1;10;Kaafir Lime;72500;JNE REG;Reg
6766;22-Apr-19;Jawa Barat;1;10;Lavender;122900;JNE REG;Reg
6773;22-Apr-19;Jawa Barat;1;50;Sesame;116500;J&T CASHLESS;Exp
6780;22-Apr-19;DKI Jakarta;1;20;Peppermint;202900;J&T CASHLESS;Exp
6780;22-Apr-19;DKI Jakarta;1;10;French Lavender Organic;131500;J&T CASHLESS;Exp
6784;22-Apr-19;DKI Jakarta;1;10;Patchouli;58500;J&T CASHLESS;Exp
6784;22-Apr-19;DKI Jakarta;1;10;Nutmeg;71500;J&T CASHLESS;Exp
6784;22-Apr-19;DKI Jakarta;1;10;Lemongrass;57900;J&T CASHLESS;Exp
6799;23-Apr-19;Jawa Barat;1;20;Peppermint;202900;JNE REG;Reg
6816;23-Apr-19;DKI Jakarta;1;20;Citronella;83000;J&T CASHLESS;Exp
6823;24-Apr-19;DKI Jakarta;1;10;Peppermint;102500;J&T CASHLESS;Exp
6823;24-Apr-19;DKI Jakarta;1;10;Lemongrass;57900;J&T CASHLESS;Exp
6823;24-Apr-19;DKI Jakarta;1;10;Ylang Ylang;90500;J&T CASHLESS;Exp
6874;26-Apr-19;Jawa Timur;2;10;Citronella;100000;JNE REG;Reg
6874;26-Apr-19;Jawa Timur;1;10;Kaafir Lime;72500;JNE REG;Reg
6874;26-Apr-19;Jawa Timur;1;10;Cajuput;56500;JNE REG;Reg
6874;26-Apr-19;Jawa Timur;1;10;Lemongrass;57900;JNE REG;Reg
6913;30-Apr-19;Jawa Barat;1;20;Peppermint;202900;J&T CASHLESS;Exp
6913;30-Apr-19;Jawa Barat;1;10;Patchouli;58500;J&T CASHLESS;Exp
6913;30-Apr-19;Jawa Barat;1;10;Lemongrass;57900;J&T CASHLESS;Exp
6913;30-Apr-19;Jawa Barat;1;10;Magnolia;91500;J&T CASHLESS;Exp
6924;29-Apr-19;Jawa Timur;1;100;Basil;350500;J&T CASHLESS;Exp
6981;02-Mei-19;DKI Jakarta;1;10;Black Pepper;117500;J&T REG;Reg
6987;02-Mei-19;DKI Jakarta;1;10;Agarwood Bouya;90500;JNE REG;Reg
6990;02-Mei-19;DKI Jakarta;1;20;Citronella;83000;J&T CASHLESS;Exp
6990;02-Mei-19;DKI Jakarta;1;10;Ginger;99900;J&T CASHLESS;Exp
7035;03-Mei-19;DKI Jakarta;1;10;Lemon;122900;J&T CASHLESS;Exp
7035;03-Mei-19;DKI Jakarta;1;10;Lavender;122900;J&T CASHLESS;Exp
7049;04-Mei-19;Jawa Timur;1;10;Vetiver;187500;J&T CASHLESS;Exp
7049;04-Mei-19;Jawa Timur;1;10;Bergamot;99900;J&T CASHLESS;Exp
7049;04-Mei-19;Jawa Timur;1;10;Grapefruit;122000;J&T CASHLESS;Exp
7051;04-Mei-19;Kalimantan Barat;1;20;Grape Seed;51500;JNE REG;Reg
7051;04-Mei-19;Kalimantan Barat;1;10;Ginger;99900;JNE REG;Reg
7051;04-Mei-19;Kalimantan Barat;1;10;Patchouli;58500;JNE REG;Reg
7051;04-Mei-19;Kalimantan Barat;1;10;French Lavender Organic;131500;JNE REG;Reg
7051;04-Mei-19;Kalimantan Barat;1;10;Cedarwood;71500;JNE REG;Reg
7051;04-Mei-19;Kalimantan Barat;1;10;Flu dan Cough;195500;JNE REG;Reg
7066;04-Mei-19;Nusa Tenggara Barat;1;10;Vanila;121500;JNE REG;Reg
7066;04-Mei-19;Nusa Tenggara Barat;1;500;Olive;558000;JNE REG;Reg
7066;04-Mei-19;Nusa Tenggara Barat;1;500;VCO;603000;JNE REG;Reg
7072;06-Mei-19;DKI Jakarta;1;10;Ginger;99900;J&T REG;Reg
7087;06-Mei-19;DKI Jakarta;1;1000;Citronella;697500;J&T CASHLESS;Exp
7092;06-Mei-19;Sulawesi Selatan;2;10;Citronella;100000;J&T CASHLESS;Exp
7092;06-Mei-19;Sulawesi Selatan;1;10;Lemongrass;57900;J&T CASHLESS;Exp
